Timestamp	Species---SequenceName	Type of dormancy	Life stage	Organ/tissue/cell type that is/are used for analysis	Expression level 	Level of fold change (if applicable)	Methodology used for the expression analysis.	DOI	URL	SPECIAL NOTES (p.e. larvae were exposed to low/high temperatures during diapause; expression in comparison to winter or summer diapause etc.)	Who typed in the data	Gender	Who typed in the data
8/20/2015 15:28:26	Antheraea yamamai---mRNA for cytochrome P450 CYP4G25	diapause	larva	abdomen	up		N Blot	doi:10.1016/j.jinsphys.2008.01.001	http://www.ncbi.nlm.nih.gov/pubmed/18308331	The diapause of pharate first instar larvae was terminated with the imidazole compound KK-42. Expression in comparison to pre-diapausing eggs. 	Dunja		
8/20/2015 15:30:28	Antheraea yamamai---mRNA for cytochrome P450 CYP4G25	diapause	larva	integument	up		N Blot	doi:10.1016/j.jinsphys.2008.01.001	http://www.ncbi.nlm.nih.gov/pubmed/18308331	The diapause of pharate first instar larvae was terminated with the imidazole compound KK-42. Expression in comparison to pre-diapausing eggs. 	Dunja		
8/20/2015 15:31:39	Antheraea yamamai---mRNA for cytochrome P450 CYP4G25	diapause	larva	Central nervous system	stable		N Blot	doi:10.1016/j.jinsphys.2008.01.001	http://www.ncbi.nlm.nih.gov/pubmed/18308331	The diapause of pharate first instar larvae was terminated with the imidazole compound KK-42. Expression in comparison to pre-diapausing eggs, expression is not detected, same as in pre-diapausing eggs.	Dunja		
8/20/2015 15:31:46	Antheraea yamamai---mRNA for cytochrome P450 CYP4G25	diapause	larva	gut	stable		N Blot	doi:10.1016/j.jinsphys.2008.01.001	http://www.ncbi.nlm.nih.gov/pubmed/18308331	The diapause of pharate first instar larvae was terminated with the imidazole compound KK-42. Expression in comparison to pre-diapausing eggs, expression is not detected, same as in pre-diapausing eggs.	Dunja		
3/28/2015 21:50:23	Anthonomus grandis---agSP-1 arylphorin	diapause	adult/imago	hemolymph	up		W Blot	doi:10.1016/S0022-1910(02)00158-0	http://www.sciencedirect.com/science/article/pii/S0022191002001580	Expression in diapausing adults, compared to non-diapausing adults.	Miloš		
3/28/2015 21:50:17	Anthonomus grandis---AgSP-1 arylphorin mRNA	diapause	adult/imago	fat body	up		N Blot	doi:10.1016/S0022-1910(02)00158-0	http://www.sciencedirect.com/science/article/pii/S0022191002001580	Expression in diapausing adults, compared to non-diapausing adults.	Miloš		
12/14/2015 16:09:08	Bactrocera minax---CL3214.Contig1 transcribed RNA sequence	diapause	pupae	whole body	up		QRT-PCR	doi: 10.7150/ijbs.9438	http://www.ncbi.nlm.nih.gov/pubmed/25285037		Dunja		
12/14/2015 16:10:54	Bactrocera minax---CL3305.Contig1 transcribed RNA sequence	diapause	pupae	whole body	up		QRT-PCR	doi: 10.7150/ijbs.9438	http://www.ncbi.nlm.nih.gov/pubmed/25285037	Up-regulated in LD (late diapause)	Dunja		
12/14/2015 16:07:49	Bactrocera minax---CL493.Contig2 transcribed RNA sequence	diapause	pupae	whole body	detected		QRT-PCR	doi: 10.7150/ijbs.9438	http://www.ncbi.nlm.nih.gov/pubmed/25285037		Dunja		
8/20/2015 20:24:52	Bactrocera minax---hsp23 mRNA	diapause	pupae	whole body	up		QRT-PCR	DOI 10.1007/s13744-014-0216-y	http://link.springer.com/article/10.1007%2Fs13744-014-0216-y	Expression in comparison to eggs, larvae and adults	Dunja		
8/20/2015 20:30:20	Bactrocera minax---hsp70 mRNA	diapause	pupae	whole body	variable		QRT-PCR	DOI 10.1007/s13744-014-0216-y	http://link.springer.com/article/10.1007%2Fs13744-014-0216-y	Expression in comparison to eggs, larvae and adults	Dunja		
8/20/2015 20:40:43	Bactrocera minax---hsp90 mRNA	diapause	pupae	whole body	stable		QRT-PCR	DOI 10.1007/s13744-014-0216-y	http://link.springer.com/article/10.1007%2Fs13744-014-0216-y	Expression in comparison to eggs, larvae and adults	Dunja		
12/14/2015 16:05:18	Bactrocera minax---Unigene14891 transcribed RNA sequence	diapause	pupae	whole body	detected		QRT-PCR	doi: 10.7150/ijbs.9438	http://www.ncbi.nlm.nih.gov/pubmed/25285037		Dunja		
12/14/2015 16:02:04	Bactrocera minax---Unigene15293 transcribed RNA sequence	diapause	pupae	whole body	up		QRT-PCR	doi: 10.7150/ijbs.9438	http://www.ncbi.nlm.nih.gov/pubmed/25285037	Up-regulated during DT (diapause terminated)	Dunja		
12/14/2015 16:03:32	Bactrocera minax---Unigene21913 transcribed RNA sequence	diapause	pupae	whole body	up		QRT-PCR	doi: 10.7150/ijbs.9438	http://www.ncbi.nlm.nih.gov/pubmed/25285037	Up-regulated during DT (diapause terminated)	Dunja		
8/20/2015 23:35:09	Bombus terrestris---heat shock protein 90 (hsp90) mRNA	diapause	adult/imago	muscle	up		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:35:50	Bombus terrestris---heat shock protein 90 (hsp90) mRNA	diapause	adult/imago	ovary	down		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:36:53	Bombus terrestris---heat shock protein 90 (hsp90) mRNA	diapause	adult/imago	brain	stable		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:37:35	Bombus terrestris---heat shock protein 90 (hsp90) mRNA	diapause	adult/imago	gut	stable		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:30:43	Bombus terrestris---heat shock protein cognate 70 (hsc70) mRNA	diapause	adult/imago	muscle	up		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:32:49	Bombus terrestris---heat shock protein cognate 70 (hsc70) mRNA	diapause	adult/imago	ovary	down		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:33:35	Bombus terrestris---heat shock protein cognate 70 (hsc70) mRNA	diapause	adult/imago	brain	stable		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:34:22	Bombus terrestris---heat shock protein cognate 70 (hsc70) mRNA	diapause	adult/imago	gut	stable		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:27:11	Bombus terrestris---small heat shock protein (shsp) mRNA	diapause	adult/imago	ovary	up		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:28:08	Bombus terrestris---small heat shock protein (shsp) mRNA	diapause	adult/imago	muscle	stable		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:28:59	Bombus terrestris---small heat shock protein (shsp) mRNA	diapause	adult/imago	gut	stable		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
8/20/2015 23:37:37	Bombus terrestris---small heat shock protein (shsp) mRNA	diapause	adult/imago	brain	down		N Blot	doi: 10.1111/j.1748-5967.2008.00142.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1748-5967.2008.00142.x/full	expression levels were measured in tissues of adult queens	Dunja	female	
12/17/2015 16:58:36	Bombyx mori---dopa decarboxylase (LOC692675), mRNA	diapause	embryo/egg	brain	up	2-4	Competitive RT-PCR	DOI: 10.1046/j.1432-1327.2001.01933.x	http://onlinelibrary.wiley.com/doi/10.1046/j.1432-1327.2001.01933.x/full	diapause was induced by incubating eggs at high temperature	Iva		
12/11/2015 12:49:00	Bombyx mori---glucose-6-phosphate 1-dehydrogenase (LOC101746394), mRNA	diapause	embryo/egg	whole body	down		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/11/2015 12:31:33	Bombyx mori---glycogen phosphorylase (GPase)	diapause	embryo/egg	whole body	down		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/17/2015 16:32:12	Bombyx mori---heat shock protein 70 mRNA	diapause	embryo/egg	whole body	variable		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/11/2015 12:54:01	Bombyx mori---heat shock protein hsp20.4 (Hsp20.4) mRNA	diapause	embryo/egg	whole body	down		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/11/2015 12:56:34	Bombyx mori---heat shock protein hsp20.8	diapause	embryo/egg	whole body	variable		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/17/2015 16:36:44	Bombyx mori---hsp90 mRNA for 90-kDa heat shock protein	diapause	embryo/egg	whole body	down		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/17/2015 16:10:28	Bombyx mori---mRNA for Hsp40	diapause	embryo/egg	whole body	down		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/11/2015 11:22:32	Bombyx mori---mRNA for trehalase	diapause	embryo/egg	whole body	variable		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/11/2015 12:34:02	Bombyx mori---phosphofructo kinase (PFK)	diapause	embryo/egg	whole body	up		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/11/2015 12:28:03	Bombyx mori---poly A binding protein (Pabp) mRNA	diapause	embryo/egg	whole body	stable		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
12/11/2015 12:24:48	Bombyx mori---sorbitol dehydrogenase	diapause	embryo/egg	whole body	down		Semi-quantitative (RT) PCR	http://dx.doi.org/10.1590/S1516-89132013000100001	http://www.readcube.com/articles/10.1590%2FS1516-89132013000100001	in comparison to HCl-treated (non-diapause) eggs	Iva		
8/21/2015 22:49:17	Chilo suppressalis---CsSP1 mRNA for methionine-rich storage protein	diapause	larva	whole body	down		N Blot	doi: 10.1111/j.1365-2583.2006.00670.x	http://www.ncbi.nlm.nih.gov/pubmed/17201777	expression in comparison to non-diapausing larvae	Dunja		
8/21/2015 22:50:10	Chilo suppressalis---CsSP1 mRNA for methionine-rich storage protein	diapause	larva	whole body	up		N Blot	doi: 10.1111/j.1365-2583.2006.00670.x	http://www.ncbi.nlm.nih.gov/pubmed/17201777	expression compared between chilled and non-chilled diapausing larvae	Dunja		
8/21/2015 15:38:15	Chilo suppressalis---hsc70 mRNA for heat shock cognate protein 70	diapause	larva	whole body	stable		N Blot	DOI: 10.1002/arch.20138	http://www.ncbi.nlm.nih.gov/pubmed/16921518	expression in comparison to non-diapausing larvae; expression levels were measured by RNA Gel Blot Analysis	Dunja		
8/21/2015 16:01:00	Chilo suppressalis---hsc70 mRNA for heat shock cognate protein 70	diapause	larva	whole body	down		N Blot	DOI: 10.1002/arch.20138	http://www.ncbi.nlm.nih.gov/pubmed/16921518	expression compared between chilled and non-chilled diapausing larvae; expression levels were measured by RNA Gel Blot Analysis	Dunja		
8/21/2015 15:17:55	Chilo suppressalis---hsp19.7 mRNA for small heat shock protein 19.7	diapause	larva	whole body	stable		N Blot	doi: 10.1111/j.1439-0418.2006.01067.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1439-0418.2006.01067.x/full	expression in comparison to non-diapausing larvae	Dunja		
8/21/2015 15:40:27	Chilo suppressalis---hsp90 mRNA for heat shock protein 90	diapause	larva	whole body	up		N Blot	DOI: 10.1002/arch.20138	http://www.ncbi.nlm.nih.gov/pubmed/16921518	expression in comparison to non-diapausing larvae; expression levels were measured by RNA Gel Blot Analysis	Dunja		
8/21/2015 15:59:56	Chilo suppressalis---hsp90 mRNA for heat shock protein 90	diapause	larva	whole body	stable		N Blot	DOI: 10.1002/arch.20138	http://www.ncbi.nlm.nih.gov/pubmed/16921518	expression compared between chilled and non-chilled diapausing larvae; expression levels were measured by RNA Gel Blot Analysis	Dunja		
2/18/2016 13:23:20	Choristoneura fumiferana---diapause associated protein 1	diapause	larva	whole body	detected		FIA	doi:10.1016/S0022-1910(97)00123-6	http://www.sciencedirect.com/science/article/pii/S0022191097001236		Miloš		
2/18/2016 13:21:57	Choristoneura fumiferana---diapause associated protein 1 (DAP1) mRNA	diapause	larva	whole body	down		N Blot	doi:10.1016/S0022-1910(97)00123-6	http://www.sciencedirect.com/science/article/pii/S0022191097001236		Miloš		
2/18/2016 13:23:46	Choristoneura fumiferana---diapause associated protein 2	diapause	larva	whole body	detected		FIA	doi:10.1016/S0022-1910(97)00123-6	http://www.sciencedirect.com/science/article/pii/S0022191097001236		Miloš		
2/18/2016 13:23:01	Choristoneura fumiferana---diapause associated protein 2 (DAP2) mRNA	diapause	larva	whole body	down		N Blot	doi:10.1016/S0022-1910(97)00123-6	http://www.sciencedirect.com/science/article/pii/S0022191097001236		Miloš		
1/22/2016 15:42:35	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-1) mRNA	diapause	adult/imago	whole body	down	9.6 (8.7)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/22/2016 15:43:30	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-1) mRNA	diapause	adult/imago	whole body	up	2.4	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/22/2016 15:44:35	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-1) mRNA	diapause	adult/imago	whole body	up	2.4	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/22/2016 15:59:23	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-2) mRNA	diapause	adult/imago	whole body	stable	0.7	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/22/2016 16:01:23	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-2) mRNA	diapause	adult/imago	whole body	stable	-3.4 (1.1)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/22/2016 16:02:22	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-2) mRNA	diapause	adult/imago	whole body	stable	-3.0 (2.3)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/22/2016 16:08:58	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-3) mRNA	diapause	adult/imago	whole body	down	10.1	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/22/2016 16:10:50	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-3) mRNA	diapause	adult/imago	whole body	stable	0.9	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/22/2016 16:12:26	Culex pipiens pipiens---3-hydroxyacyl-CoA dehyrogenase (HCDH-3) mRNA	diapause	adult/imago	whole body	stable	1	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/23/2016 15:38:21	Culex pipiens pipiens---3-hydroxyisobutyryl-CoA hydrolase-like (HCDH-4) mRNA	diapause	adult/imago	whole body	stable	0.8	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/23/2016 15:39:03	Culex pipiens pipiens---3-hydroxyisobutyryl-CoA hydrolase-like (HCDH-4) mRNA	diapause	adult/imago	whole body	stable	1.2	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/23/2016 15:39:51	Culex pipiens pipiens---3-hydroxyisobutyryl-CoA hydrolase-like (HCDH-4) mRNA	diapause	adult/imago	whole body	stable	1.7	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/21/2016 15:31:49	Culex pipiens pipiens---3,2-trans-enoyl-CoA isomerase (ECH-2) mRNA	diapause	adult/imago	whole body	down	8.1 (2.0)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/21/2016 15:32:24	Culex pipiens pipiens---3,2-trans-enoyl-CoA isomerase (ECH-2) mRNA	diapause	adult/imago	whole body	stable	1.2	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
